,,,FORMATO PLANEACIÓN Y PROGRAMACIÓN DE ACTIVIDADES DE MANTENIMIENTO,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Código centro,Centro,Ubicac. técnica,Denominación Ubic.,Equipo,Denominación,No. Plan,Desc. Plan,Orden,Actividad,Clase de orden,Status sistema,Inicio program.,Responsable,Prioridad,,Duración,
0393,G. LUX VILLAVICENCIO,0393-PLANTAS DE AGUAS,TRATAMIENTO DE AGUA PARA ENVASADO,709473,FLOCULADOR 9000 GPH,14390,MANTENIMIENTO FLOCULADOR,13149383,Serv pintura motores y bombas floculador,PM02,LIB.,2023-11-14 05:00:00,,,,0,
0393,G. LUX VILLAVICENCIO,0393-LINEA BOTELLON 20 LTS,LINEA DE PRODUCCION DE BOTELLONES DE 20,82962801,CODIFICADOR,14600,MANTENIMIENTO CODIFICADOR BOTELLON,13149388,Serev. Mtto Codificador  de Botellon,PM02,LIB. OTES,2023-11-01 05:00:00,,Muy elevado/Urgente,,0,
0393,G. LUX VILLAVICENCIO,0393-LINEA 2,"LINEA DE ENVASADO 12 ONZ Y 1,25 l",518546,LLENADORA,14659,MANTENIMIENTO SISTEMA MOTRIZ LLENADORA,13149396,SERV MECANIZADO RESORTES CENTRADOR S/M,PM02,LIB. OTES,2023-11-15 05:00:00,,alto,,0,
0393,G. LUX VILLAVICENCIO,0393-LINEA 2,"LINEA DE ENVASADO 12 ONZ Y 1,25 l",520002,CARBO ENFRIADOR,14660,INSPECCION SEMANAL CARBO UBE,13149400,SERV PINTURA TUBERIAS Y TANQUE AMONIACO,PM02,LIB.,2023-11-22 05:00:00,,Muy elevado/Urgente,,0,
0393,G. LUX VILLAVICENCIO,0393-PLANTAS DE AGUAS,TRATAMIENTO DE AGUA PARA ENVASADO,820128,TORRE DESCARBONATADORA,20237,PLAN MTTO TORRE DE AIREACION,13149431,SERV PINTURA GENERAL TORRE AIREACION,PM02,LIB. OTES,2023-11-16 05:00:00,,,,0,
0393,G. LUX VILLAVICENCIO,0393-LINEA 2,"LINEA DE ENVASADO 12 ONZ Y 1,25 l",82962901,CODIFICADOR,14599,MANTENIMIENTO CODIFICADOR GASEOSA,13151364,Serv Mtto Codificador Gaseosas,PM02,LIB. OTES,2023-11-14 05:00:00,,Muy elevado/Urgente,,0,
0393,G. LUX VILLAVICENCIO,0393-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,629048,COMPRESOR REFRIGERACION,18692,INSPECCION Compresor refrogeracion 2,13165011,SERV PINTURA COMPRESOR REFRIGERACION #2,PM02,LIB.,2023-11-18 05:00:00,,alto,,0,
0393,G. LUX VILLAVICENCIO,0393-LINEA 2,"LINEA DE ENVASADO 12 ONZ Y 1,25 l",520002,CARBO ENFRIADOR,14660,INSPECCION SEMANAL CARBO UBE,13160425,SERV INSTALACION TUBERIA DRENAJE CARBO,PM02,LIB.,2023-11-20 05:00:00,,Muy elevado/Urgente,,0,
0393,G. LUX VILLAVICENCIO,0393-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,710165,LLENADORA DE BOLSAS LINEA 6,49572,PLAN MTTO PREDICTIVO  LLENADORA 710165,13165018,TERMOGRAFIA TABLE. POTENCIA Y CONTROL,PM07,LIB.,2023-11-21 05:00:00,,Muy elevado/Urgente,,1,
0393,G. LUX VILLAVICENCIO,0393-TALLER MANTTO PLANTA,TALLER  MANTENIMIENTO  EQUIPOS DE PLANTA,207005,TALLER INDUSTRIAL MANTENIMIENTO PLANTA,14657,ASEO TALLER MAQUINARIA,13149390,LIMPIEZA TALLER MAQUINARIA,PM02,ABIE,2023-11-02 05:00:00,,,,2,
0393,G. LUX VILLAVICENCIO,0393-PLANTAS DE AGUAS,TRATAMIENTO DE AGUA PARA ENVASADO,70962501,FILTRO DE ARENA 54 PULG,17572,PLAN MANTENIMIENTO FILTRO ARENA 1,13165008,SERV PINTURAS VALVULAS Y TUBERIAS AGUA P,PM02,LIB.,2023-11-26 05:00:00,Moreno Henry,alto,,1,
0393,G. LUX VILLAVICENCIO,0393-LINEA 2,"LINEA DE ENVASADO 12 ONZ Y 1,25 l",508214,LAVADORA DE BOTELLAS,46634,PLAN MTTO PREDICTIVO  LAVADORA AU 508214,13160445,TERMOGRAFIA TABLE. POTENCIA Y CONTROL,PM07,LIB.,2023-11-29 05:00:00,Moreno Velandia Alexander,Muy elevado/Urgente,,1,
0393,G. LUX VILLAVICENCIO,0393-LINEA 2,"LINEA DE ENVASADO 12 ONZ Y 1,25 l",520002,CARBO ENFRIADOR,46631,PLAN MTTO PREDICTIVO CARBO UBE 520002,13160442,TERMOGRAFIA TABLE. POTENCIA Y CONTROL,PM07,LIB.,2023-11-28 05:00:00,Moreno Velandia Alexander,Muy elevado/Urgente,,1,
