,,,FORMATO PLANEACIÓN Y PROGRAMACIÓN DE ACTIVIDADES DE MANTENIMIENTO,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Código centro,Centro,Ubicac. técnica,Denominación Ubic.,Equipo,Denominación,No. Plan,Desc. Plan,Orden,Actividad,Clase de orden,Status sistema,Inicio program.,Responsable,Prioridad,,Duración
0385,G. LUX NEIVA,0385-LINEA 1,"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",548771,EMPACADORA,45261,LUBRICACION EMPACADORA,13185599,lubricacion empacadora antes de prod,PM02,LIB.,2023-12-09 05:00:00,,alto,,"0,6"
0385,G. LUX NEIVA,0385-LINEA 1,"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",518582,LLENADORA,51392,PLAN MTTO PRED. LLENADORA MEYER 518582,13165983,ANALISIS TERMOGRFICOMOTOREDUCTOR PRINC,PM07,LIB.,2023-12-05 05:00:00,,Muy elevado/Urgente,,"1,0"
0385,G. LUX NEIVA,0385-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,710192,LLENADORA DE BOLSAS LINEA 2,45248,LUBRICACION LLENADORA LINEA 2,13185591,lubricacion llenadora linea 2,PM02,LIB.,2023-12-09 05:00:00,,alto,,"0,5"
0385,G. LUX NEIVA,0385-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,710192,LLENADORA DE BOLSAS LINEA 2,45248,LUBRICACION LLENADORA LINEA 2,13185592,lubricacion llenadora linea 2,PM02,LIB.,2023-12-09 05:00:00,,alto,,"0,5"
0385,G. LUX NEIVA,0385-PLANTAS DE AGUAS,TRATAMIENTO DE AGUA PARA ENVASADO,709484,FLOCULADOR,19223,MANTENIMIENTO FLOCULADOR,13185353,Mtto bomba dosificadora cloruro ferric,PM02,LIB.,2023-12-11 05:00:00,,,,"1,0"
0385,G. LUX NEIVA,0385-LINEA BOTELLON 20 LTS,LINEA DE PRODUCCION DE BOTELLONES DE 20,710115,LAVADORA DE BOTELLONES,45272,LUBRICACION LAVADORA DE BOTELLONES,13185619,lubricacion lav.de botellones,PM02,LIB.,2023-12-09 05:00:00,,alto,,"0,6"
0385,G. LUX NEIVA,0385-LINEA 1,"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",508152,LAVADORA DE BOTELLAS,45271,LUBRICACION LAVADORA DE BOTELLAS,13185618,lubricacion lavadora de botellas,PM02,LIB.,2023-12-09 05:00:00,,alto,,"0,6"
0385,G. LUX NEIVA,0385-LINEA BOTELLON 20 LTS,LINEA DE PRODUCCION DE BOTELLONES DE 20,710115,LAVADORA DE BOTELLONES,45272,LUBRICACION LAVADORA DE BOTELLONES,13185620,lubricacion lav.de botellones,PM02,LIB.,2023-12-09 05:00:00,,alto,,"0,6"
0385,G. LUX NEIVA,0385-LINEA BOTELLON 20 LTS,LINEA DE PRODUCCION DE BOTELLONES DE 20,710115,LAVADORA DE BOTELLONES,45272,LUBRICACION LAVADORA DE BOTELLONES,13185621,lubricacion lav.de botellones,PM02,LIB.,2023-12-09 05:00:00,,alto,,"0,6"
0385,G. LUX NEIVA,0385-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,628798,COMPRESOR DE REFRIGERACION 1,45285,LUBRICACION COMPRESOR DE REFRIG N°5,13185641,lubricacion compresor de refrig N°5,PM02,LIB.,2023-12-23 05:00:00,,alto,,"0,5"
0385,G. LUX NEIVA,0385-LINEA 1,"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",548773,DESEMPACADORA,45262,LUBRICACION DESEMPACADORA,13185603,lubricacion desempacadora,PM02,LIB.,2023-12-09 05:00:00,,alto,,"0,6"
0385,G. LUX NEIVA,0385-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,649578,COMPRESOR DE AIRE,21513,MANTENIMIENTO COMPRESOR TALLER VEHI.,13185533,Mantenimiento compresor atlas vehiculo,PM02,LIB.,2023-12-09 05:00:00,,,,"0,1"
0385,G. LUX NEIVA,0385-LINEA 1,"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",538673,CAPSULADORA,0,CAMBIO PLATO ANTIROTACION Y ALMOHADILLA,13166410,CAMBIO DE PLATA ASIENTO Y ALMOHADILLAS,PM01,LIB.,2023-12-14 05:00:00,,,,"0,5"
0385,G. LUX NEIVA,0385-LINEA 1,"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",518582,LLENADORA,51392,PLAN MTTO PRED. LLENADORA MEYER 518582,13165983,TERMOGRAFIA TAB.POTENCIA Y CONTROL,PM07,LIB.,2023-12-05 05:00:00,,Muy elevado/Urgente,,"0,5"
