,,,FORMATO PLANEACIÓN Y PROGRAMACIÓN DE ACTIVIDADES DE MANTENIMIENTO,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Código centro,Centro,Ubicac. técnica,Denominación Ubic.,Equipo,Denominación,No. Plan,Desc. Plan,Orden,Actividad,Clase de orden,Status sistema,Inicio program.,Responsable,Prioridad, ,Duración
0395,G. LUX PASTO,0395-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,82963502,CODIFICADOR DE BOLSAS DE 5 LITROS,45200,PLAN MTTO CODIFICADOR  6 LITROS 82963502,13242033,Mtto cabezal de impresión,PM02,LIB.,2024-01-29,Brayan Deivy Benavides ,medio/Moderado,,"0,5"
0395,G. LUX PASTO,0395-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,71021201,CODIFICADOR DE BOLSAS,27521,PLAN MTTO CODIFICADOR  360 ML 71021201,13242014,Mtto cabezal de impresión,PM02,LIB.,2024-01-29,Jurado Gerardo,medio/Moderado,,"0,5"
0395,G. LUX PASTO,0395-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,649549,COMPRESOR DE AIRE,46726,PLAN MTTO ELEC COMP ATLAS COPCO 649549,13242051,Mtto totalizador principal,PM02,LIB.,2024-01-29,Cifuentes Christian,medio/Moderado,,"0,5"
0395,G. LUX PASTO,0395-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,820102,SECADOR DE AIRE,45193,PLAN MTTO SECADOR DE AIRE 820102,13242030,nspeccion semanal secador de aire zt,PM02,LIB.,2024-01-29,Wilmer Fernando Uyaque,,,"0,5"
0395,G. LUX PASTO,0395-LINEA 1,"LINEA DE ENVASADO 12ONZ  8,5ONZ  1.25 l",540005,EMPACADORA,45139,PLAN MTTO ELEC. EMPACADORA H&K 540005,13233596,Mantto baliza,PM02,LIB.,2024-01-30,Cifuentes Christian,medio/Moderado,,"0,5"
0395,G. LUX PASTO,0395-LINEA 1,"LINEA DE ENVASADO 12ONZ  8,5ONZ  1.25 l",540005,EMPACADORA,45140,PLAN MTTO LUBRI. EMPACADORA H&K 540005,13242022,lubricacion sistema neumatico,PM02,LIB.,2024-01-30,Ordoñez Jose,medio/Moderado,,"0,2"
0395,G. LUX PASTO,0395-LINEA 1,"LINEA DE ENVASADO 12ONZ  8,5ONZ  1.25 l",599571,INSPECTOR ELECTRONICO BOTELLAS VACIAS,45365,PLAN MTTO MEC. INSP.ELECT.599571,13233638,Mantto copas de succion,PM02,LIB.,2024-01-30,Wilmer Fernando Uyaque,medio/Moderado,,1
0395,G. LUX PASTO,0395-LINEA 1,"LINEA DE ENVASADO 12ONZ  8,5ONZ  1.25 l",599571,INSPECTOR ELECTRONICO BOTELLAS VACIAS,45365,PLAN MTTO MEC. INSP.ELECT.599571,13233638,Mantto panel de control,PM02,LIB.,2024-01-30,Cifuentes Christian,medio/Moderado,,1
0395,G. LUX PASTO,0395-LINEA 1,"LINEA DE ENVASADO 12ONZ  8,5ONZ  1.25 l",540005,EMPACADORA,45139,PLAN MTTO ELEC. EMPACADORA H&K 540005,13233596,Mantto tablero de mandos,PM02,LIB.,2024-01-30,Brayan Deivy Benavides ,medio/Moderado,,1
0395,G. LUX PASTO,0395-LINEA 1,"LINEA DE ENVASADO 12ONZ  8,5ONZ  1.25 l",528859,CARBO COOLER,45110,PLAN MTTO PREDICTIVO CARBO COLLER 528859,13174845,ANALISIS DE VIBRACIONES MOTOBOMBAS,PM07,LIB.,2024-01-31,Jurado Gerardo,medio/Moderado,,"1,5"
0395,G. LUX PASTO,0395-LINEA 1,"LINEA DE ENVASADO 12ONZ  8,5ONZ  1.25 l",829635,TRANSPORTADOR DE BOTELLAS,46539,PLAN MATTO MEC TRANSP. BOTELLAS 829635,13233669,Mtto platinas dedesgaste cadenas,PM02,LIB.,2024-01-31,Ordoñez Jose,medio/Moderado,,"1,5"
0395,G. LUX PASTO,0395-LINEA 1,"LINEA DE ENVASADO 12ONZ  8,5ONZ  1.25 l",829635,TRANSPORTADOR DE BOTELLAS,46539,PLAN MATTO MEC TRANSP. BOTELLAS 829635,13233669,"Mtto estructura, soportes y barandas",PM02,LIB.,2024-01-31,Brayan Deivy Benavides ,medio/Moderado,,2
0395,G. LUX PASTO,0395-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,710212,LLENADORA DE BOLSAS LINEA 4,45198,PLAN MTTO ELECT LLEN 6 LTS SOLPAC 710212,13242032,Mtto resistencias de sellado,PM02,LIB.,2024-01-31,Cifuentes Christian,medio/Moderado,,2
