,,,FORMATO PLANEACIÓN Y PROGRAMACIÓN DE ACTIVIDADES DE MANTENIMIENTO,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Código centro,Centro,Ubicac. técnica,Denominación Ubic.,Equipo,Denominación,No. Plan,Desc. Plan,Orden,Actividad,Clase de orden,Status sistema,Inicio program.,Responsable,Prioridad,,Duración
0002,GASCOL CENTRO,0002-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,560042,LAVADORA CAJA GENERICA,0,M.MTTO ELECTRICO LAVADORA CAJA,13093111,M.MTTO ELECTRICO LAVADORA CAJA,PM02,LIB.,45198.20833333334,,,,"6,0"
0002,GASCOL CENTRO,0002-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,710198,LLENADORA DE BOLSAS LINEA 7,33015,P.MTTO MECANICO L7,13118834,P.MTTO CODIFICADOR CINTA 8018,PM02,ABIE,45192.20833333334,,,,"1,0"
0002,GASCOL CENTRO,0002-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,710166,LLENADORA DE BOLSAS LINEA 8,17421,P.MTTO MECANICO L8,13118807,P.MTTO CODIFICADOR CINTA 8018,PM02,ABIE,45192.20833333334,,,,"1,0"
0002,GASCOL CENTRO,0002-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,710166,LLENADORA DE BOLSAS LINEA 8,17421,P.MTTO MECANICO L8,13111704,P.MTTO RESISTENCIAS,PM02,ABIE,45197.20833333334,,,,"1,5"
0002,GASCOL CENTRO,0002-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,710184,LLENADORA DE BOLSAS LINEA 9,17422,P.MTTO MECÁNICO L9,13118808,P.MTTO CODIFICADOR CINTA 8018,PM02,ABIE,45192.20833333334,,,,"1,0"
0002,GASCOL CENTRO,0002-LINEA VASOS,LINEA PARA LLENADO DE VASOS,710128,LLENADORA DE VASOS,17353,P.LUBRICACION TRANSMISIONES,13118806,P.LUBRICA TRANSMI CONICA,PM02,ABIE,45192.20833333334,,,,"0,1"
0002,GASCOL CENTRO,0002-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,710166,LLENADORA DE BOLSAS LINEA 8,0,M.MTTO ELECTROMECANICO L8,13109369,M.MTTO ELECTROMECANICO L8,PM02,LIB.,45198.20833333334,,,,"6,0"
0002,GASCOL CENTRO,0002-LINEA BOTELLON 20 LTS,LINEA PRODUCCION BOTELLON 18.5 - 20 LT,719537,LLENADORA DE BOTELLONES,16281,P.MTTO ELECTRONEUMATICO LLENADORA 20 LTS,13105770,P. MTTO CONTR DE NIVEL Y DIST. ROTATIVO,PM02,LIB.,45195.20833333334,,,,"4,0"
0002,GASCOL CENTRO,0002-LINEA BOTELLON 20 LTS,LINEA PRODUCCION BOTELLON 18.5 - 20 LT,719537,LLENADORA DE BOTELLONES,16281,P.MTTO MECANICO LLENADORA BOTELLONES,13105771,P. MTTO VALVULAS LLENADO,PM02,LIB.,45194.20833333334,,,,"6,0"
0002,GASCOL CENTRO,0002-LINEA BOTELLON 20 LTS,LINEA PRODUCCION BOTELLON 18.5 - 20 LT,719537,LLENADORA DE BOTELLONES,16281,P.MTTO MECANICO LLENADORA BOTELLONES,13105771,P. MTTO ALIMENTADOR DE TAPONES,PM02,LIB.,45194.20833333334,,,,"2,0"
0002,GASCOL CENTRO,0002-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,710166,LLENADORA DE BOLSAS LINEA 8,17421,P.MTTO MECANICO L8,13111704,P.MTTO SISTEMA DE ARRASTRE,PM02,ABIE,45197.20833333334,,,,"6,0"
0002,GASCOL CENTRO,0002-LINEA VASOS,LINEA PARA LLENADO DE VASOS,710128,LLENADORA DE VASOS,17353,P.LUBRICACION TRANSMISIONES,13118806,P.LUBRIC CRUZ MALTA,PM02,ABIE,45192.20833333334,,,,"0,1"
0002,GASCOL CENTRO,0002-LINEA VASOS,LINEA PARA LLENADO DE VASOS,710128,LLENADORA DE VASOS,17353,P.LUBRICACION TRANSMISIONES,13118806,P.LUBRI PATINE BRONCE,PM02,ABIE,45192.20833333334,,,,"0,1"
0002,GASCOL CENTRO,0002-LINEA VASOS,LINEA PARA LLENADO DE VASOS,710128,LLENADORA DE VASOS,17353,P.LUBRICACION TRANSMISIONES,13118806,P.LUBRICA CADENA PASO,PM02,ABIE,45192.20833333334,,,,"0,1"
0002,GASCOL CENTRO,0002-LINEA VASOS,LINEA PARA LLENADO DE VASOS,710128,LLENADORA DE VASOS,17353,P.LUBRICACION TRANSMISIONES,13118806,P.LUBRICACION GUIAS Y PIÑONES,PM02,ABIE,45192.20833333334,,,,"0,1"
