,,,FORMATO PLANEACIÓN Y PROGRAMACIÓN DE ACTIVIDADES DE MANTENIMIENTO,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Código centro,Centro,Ubicac. técnica,Denominación Ubic.,Equipo,Denominación,No. Plan,Desc. Plan,Orden,Actividad,Descripción,Clase de orden,Status sistema,Inicio program.,Responsable,Prioridad,Duración
0021,LUX BOGOTÁ,0021-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,670016,PLANTA ELECTRICA (AG. VILLETA),26972,INSPECCION SEMANAL PLANTA ELECTRICA,13108365,INSPECCCION GRAL SEMANAL PLANTA ELECTRIC,sin especificar,PM02,ABIE,15/09/2023,,,"0,1"
0021,LUX BOGOTÁ,0021-LINEA 3,LINEA DE ENVASADO NRO 3    PET,829887,TRANSPORTADOR BOTELLAS,31150,INSPECC. GENERAL SEMANAL TRANSP. BOTELLA,13108428,Inspec. general semanal transp. botellas,sin especificar,PM02,ABIE,14/09/2023,,,"0,1"
0021,LUX BOGOTÁ,0021-PLANTA DE AGUA,TRATAMIENTO DE AGUA ENVASADO GASEOSAS,70946557,TANQUE ALMAC AGUA TRATADA OR-01,23461,INSPECCION GRAL SEMANAL TANQUE OR-1,13108324,INSPECCCION GRAL SEMANAL TANQUE OR-1,sin especificar,PM02,ABIE,15/09/2023,,,"0,1"
0021,LUX BOGOTÁ,0021-LINEA 2,LINEA DE ENVASADO NRO 2    VIDRIO 300 NR,698415,INTERCAMBIADOR DE PLACAS,50311,PLAN MTTO PREV. INT.PLACAS  L-2,13120602,Inspec. general semanal interca de placa,sin especificar,PM02,ABIE,23/09/2023,,,"0,1"
0021,LUX BOGOTÁ,0021-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,749676,CELDA DE ENTRADA 630A - 36 KV,52123,INSP GRAL SEMANAL CELDA  ENTRADA 630A-36,13120606,INSP SEMANAL CELDA ENTRADA SUB ESTACION,sin especificar,PM02,ABIE,23/09/2023,,,"0,1"
0021,LUX BOGOTÁ,0021-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,829080,TANQUE PREPARACION NHF 1,50327,INSP GRAL SEMANAL TANQUE PREPARACION NH,13120603,INSP GRAL SEMANAL TANQUE PREPARACION NHF,sin especificar,PM02,ABIE,23/09/2023,,,"0,1"
0021,LUX BOGOTÁ,0021-ENVASADO TETRAPACK L1,LINEA DE ENVASADO NRO 10 TETRA,900254,SISTEMA LUBRICACION TRANSPORTADORES,23470,INSPEC.GENERAL SEMANAL SIST. LUBRICACION,13108336,Inspec.gneral semnal sistema lubricacion,sin especificar,PM02,ABIE,12/09/2023,,,"0,1"
0021,LUX BOGOTÁ,0021- LINEA 12 PET CSD,0021- LINEA 12 PET CSD,519568,LLENADORA VOLUMETRICA BOTELLAS,55494,INSPECC. GENERAL SEMANAL LLENADORA,13120621,Inspec. general semanal llenadora,sin especificar,PM02,ABIE,23/09/2023,,,"0,1"
0021,LUX BOGOTÁ,0021- LINEA 12 PET CSD,0021- LINEA 12 PET CSD,829719,TRANSPORTADOR DE PALETS,55802,INSPECC. GENERAL SEMANAL TRANSP. PALET,13120632,Inspec. general semanal transp. palet,sin especificar,PM02,ABIE,23/09/2023,,,"0,1"
0021,LUX BOGOTÁ,0021- LINEA 12 PET CSD,0021- LINEA 12 PET CSD,829720,TRANSPORTADOR DE PAQUETES,55803,INSPECC. GENERAL SEMANAL TRANSP. PAQUET,13120633,Inspec. general semanal transp. paquetes,sin especificar,PM02,ABIE,23/09/2023,,,"0,1"
0021,LUX BOGOTÁ,0021-SALA DE JARABES,EQUIPOS PARA  PREPARACION DE JARABE,698426,PASTEURIZADOR DE PLACAS TETRA C8,23471,INSPECCION GRAL SEMANAL INTERCAMBIADOR,13108337,INSPECCCION GRAL SEMANAL INTERCAMBIADOR,sin especificar,PM02,ABIE,12/09/2023,,,"0,1"
0021,LUX BOGOTÁ,0021-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,90011601,TETRA THERM ASEPTIC FLEX,26713,INSPECCION GRAL SEMANAL PASTER TETRAFLEX,13108361,INSPECCCION GRAL SEMANAL PASTER TETRAFLE,sin especificar,PM02,ABIE,11/09/2023,,,"0,1"
0021,LUX BOGOTÁ,0021- LINEA 12 PET CSD,0021- LINEA 12 PET CSD,829721,TRANSPORTADOR DE ENVASES,55804,INSPECC. GENERAL SEMANAL TRANSP. BOTELLA,13120634,Inspec. general semanal transp. botellas,sin especificar,PM02,ABIE,23/09/2023,,,"0,1"
