,,,FORMATO PLANEACIÓN Y PROGRAMACIÓN DE ACTIVIDADES DE MANTENIMIENTO,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Código centro,Centro,Ubicac. técnica,Denominación Ubic.,Equipo,Denominación,No. Plan,Desc. Plan,Orden,Actividad,Descripción,Clase de orden,Status sistema,Inicio program.,Responsable,Prioridad,Duración,
385,G. LUX NEIVA,0385-TALLER MANTTO PLANTA,TALLER  MANTENIMIENTO  EQUIPOS DE PLANTA,207011,TALLER INDUSTRIAL MANTENIMIENTO PLANTA,19783,MANTENIMIENTO TALLER INDUSTRIAL,13220113,Inspeccion semanal taller Indutrial,INSPECCIÓN GENERAL,PM02,LIB.,2024-01-06 05:00:00,,,0.1,
385,G. LUX NEIVA,0385-LINEA 1,"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",518582,LLENADORA,19258,MANTENIMIENTO MECANICO LLENADORA,13220095,Inspeccion semanal llenadora de botellas,VALVULAS LLENADORAS,PM02,LIB.,2024-01-06 05:00:00,,Muy elevado/Urgente,0.003703703703703704,
385,G. LUX NEIVA,0385-LINEA 1,"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",518582,LLENADORA,19258,MANTENIMIENTO MECANICO LLENADORA,13220095,Inspeccion semanal llenadora de botellas,PISTONES ELEVADORES,PM02,LIB.,2024-01-06 05:00:00,,Muy elevado/Urgente,0.003703703703703704,
385,G. LUX NEIVA,0385-LINEA 1,"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",518582,LLENADORA,19258,MANTENIMIENTO MECANICO LLENADORA,13220095,Inspeccion semanal llenadora de botellas,GUIAS PLASTICAS,PM02,LIB.,2024-01-06 05:00:00,,Muy elevado/Urgente,0.003703703703703704,
385,G. LUX NEIVA,0385-LINEA 1,"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",518582,LLENADORA,19258,MANTENIMIENTO MECANICO LLENADORA,13220095,Inspeccion semanal llenadora de botellas,CORONADORES,PM02,LIB.,2024-01-06 05:00:00,,Muy elevado/Urgente,0.003703703703703704,
385,G. LUX NEIVA,0385-LINEA 1,"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",518582,LLENADORA,19258,MANTENIMIENTO MECANICO LLENADORA,13220095,Inspeccion semanal llenadora de botellas,CERRADOR,PM02,LIB.,2024-01-06 05:00:00,,Muy elevado/Urgente,0.003703703703703704,
385,G. LUX NEIVA,0385-LINEA 1,"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",518582,LLENADORA,19258,MANTENIMIENTO MECANICO LLENADORA,13220095,Inspeccion semanal llenadora de botellas,ABRIDOR,PM02,LIB.,2024-01-06 05:00:00,,Muy elevado/Urgente,0.003703703703703704,
385,G. LUX NEIVA,0385-LINEA 1,"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",518582,LLENADORA,19258,MANTENIMIENTO MECANICO LLENADORA,13220095,Inspeccion semanal llenadora de botellas,VALVULAS Y REGULADORES NEUMATICOS,PM02,LIB.,2024-01-06 05:00:00,,Muy elevado/Urgente,0.003703703703703704,
385,G. LUX NEIVA,0385-LINEA 1,"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",518582,LLENADORA,19258,MANTENIMIENTO MECANICO LLENADORA,13220095,Inspeccion semanal llenadora de botellas,TOLVA TAPA CORONA,PM02,LIB.,2024-01-06 05:00:00,,Muy elevado/Urgente,0.003703703703703704,
385,G. LUX NEIVA,0385-LINEA 1,"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",518582,LLENADORA,19258,MANTENIMIENTO MECANICO LLENADORA,13220095,Inspeccion semanal llenadora de botellas,ESTADO DE PIÑONES TRANSMISIÓN ,PM02,LIB.,2024-01-06 05:00:00,,Muy elevado/Urgente,0.003703703703703704,
385,G. LUX NEIVA,0385-LINEA 1,"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",518582,LLENADORA,19258,MANTENIMIENTO MECANICO LLENADORA,13220095,Inspeccion semanal llenadora de botellas,MARIPOSAS VALVULAS,PM02,LIB.,2024-01-06 05:00:00,,Muy elevado/Urgente,0.003703703703703704,
385,G. LUX NEIVA,0385-LINEA 1,"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",518582,LLENADORA,19258,MANTENIMIENTO MECANICO LLENADORA,13220095,Inspeccion semanal llenadora de botellas,CENTRADORES DE BOTELLAS,PM02,LIB.,2024-01-06 05:00:00,,Muy elevado/Urgente,0.003703703703703704,
385,G. LUX NEIVA,0385-LINEA 1,"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",518582,LLENADORA,19258,MANTENIMIENTO MECANICO LLENADORA,13220095,Inspeccion semanal llenadora de botellas,TABLERO ELECTRICO ,PM02,LIB.,2024-01-06 05:00:00,,Muy elevado/Urgente,0.003703703703703704,
