,,,FORMATO PLANEACIÓN Y PROGRAMACIÓN DE ACTIVIDADES DE MANTENIMIENTO,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Código centro,Centro,Ubicac. técnica,Denominación Ubic.,Equipo,Denominación,No. Plan,Desc. Plan,Orden,Actividad,Descripción,Clase de orden,Status sistema,Inicio program.,Responsable,Prioridad,Duración,
0441,G. LUX DUITAMA,0441-PLANTAS DE AGUAS,TRATAMIENTO DE AGUA PARA ENVASADO,70947501,POZO No 1,18852,MANTENIMIENTO BOMBA POZO1,13175205,Inspección Semanal del Equipo.,sin especificar,PM02,ABIE,2023-12-01 05:00:00,Corredor Angelmiro,alto,1,
0441,G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",829837,TRANSPORTADOR DE CAJAS,18855,PLAN MANTENIMIENTO MEC. TRANSP. CAJAS L1,13175206,VERIFICACION FUNC. INSP.ELECTRONICO - 2H,sin especificar,PM02,LIB.,2023-12-01 05:00:00,,alto,0,
0441,G. LUX DUITAMA,0441-PLANTAS DE AGUAS,TRATAMIENTO DE AGUA PARA ENVASADO,709641,UNIDAD ULTRAVIOLETA,13797,"Revisión de lampara Ultra violeta,",13175175,Inspección Semanal del Equipo.,sin especificar,PM02,LIB.,2023-12-01 05:00:00,Sierra Jorge,alto,1,
0441,G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",528949,CARBO-ENFRIADOR,15493,PLAN DE MANTENIMIENTO CARBO ENFRIADOR,13175176,Inspección semanal equipo,sin especificar,PM02,LIB.,2023-12-01 05:00:00,Galvis Juan,alto,1,
0441,G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",528949,CARBO-ENFRIADOR,15497,PLAN DE MANTENIMIENTO CARBO ENFRIADOR,13175179,Inspección semanal equipo,sin especificar,PM02,LIB.,2023-12-01 05:00:00,Corredor Angelmiro,alto,1,
0441,G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",540006,EMPACADORA,15600,PLAN DE MANTENIMIENTO EMPACADORA,13175185,Inspección semanal de la empacadora,sin especificar,PM02,LIB.,2023-12-01 05:00:00,Sierra Jorge,alto,1,
0441,G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",540006,EMPACADORA,15601,PLAN DE MANTENIMIENTO EMPACADORA,13175187,Inspección semanal de la empacadora,sin especificar,PM02,LIB.,2023-12-01 05:00:00,Galvis Juan,alto,1,
0441,G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",629083,COMPRESOR DE REFRIGERACION,15626,Mantenimiento compresor  refrigeracion 1,13175191,Inspección semanal compre refrigera 1,sin especificar,PM02,LIB.,2023-12-02 05:00:00,Corredor Angelmiro,Muy elevado/Urgente,1,
0441,G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",599576,INSPECTOR ELECTRONICO,15641,Mantenimiento de Inspector de botellas,13175194,Inspección semanal Inspector electrónico,sin especificar,PM02,LIB.,2023-12-01 05:00:00,Medina Emiliano,Muy elevado/Urgente,1,
0441,G. LUX DUITAMA,0441-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,659385,CALDERA,18841,PLAN DE MANTENIMIENTO CALDERA POWER MAST,13175202,Inspección semanal de la caldera,sin especificar,PM02,LIB.,2023-12-01 05:00:00,Sanabria Parmenides,alto,1,
0441,G. LUX DUITAMA,0441-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,649166,COMPRESOR DE AIRE,18913,MANTENIMIENTO ELECTR COMP AIRE INGERSO,13175207,Inspección Semanal del equipo.,sin especificar,PM02,ABIE,2023-12-01 05:00:00,Corredor Angelmiro,alto,1,
0441,G. LUX DUITAMA,0441-LINEA BOTELLON 20 LT,LINEA PRODUCCION DE BOTELLONES DE 20 LT,710109,LLENADORA TAPONADORA BOTELLONES,19197,MANTENIMIENTO MECANICO LLEN. TAP.BOTELLO,13175214,Inspeccion semanal botellon,sin especificar,PM02,LIB.,2023-12-01 05:00:00,Sierra Jorge,alto,1,
0441,G. LUX DUITAMA,0441-PLANTAS DE AGUAS,TRATAMIENTO DE AGUA PARA ENVASADO,70947502,POZO No 2,19236,MANTENIMIENTO MECANICO POZO 2 PETAP,13175216,Inspección Semanal del Equipo.,sin especificar,PM02,LIB.,2023-12-01 05:00:00,Galvis Juan,Muy elevado/Urgente,1,
