,,,FORMATO PLANEACIÓN Y PROGRAMACIÓN DE ACTIVIDADES DE MANTENIMIENTO,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Código centro,Centro,Ubicac. técnica,Denominación Ubic.,Equipo,Denominación,No. Plan,Desc. Plan,Orden,Actividad,Clase de orden,Status sistema,Inicio program.,Responsable,Prioridad,,Duración,
0393,G. LUX VILLAVICENCIO,0393-LINEA 2,"LINEA DE ENVASADO 12 ONZ Y 1,25 l",82962901,CODIFICADOR,14599,MANTENIMIENTO CODIFICADOR GASEOSA,13151364,Serv Mtto Codificador Gaseosas,PM02,LIB. OTES,2023-12-05 05:00:00,Moreno Henry,Muy elevado/Urgente,,0,
0393,G. LUX VILLAVICENCIO,0393-LINEA 2,"LINEA DE ENVASADO 12 ONZ Y 1,25 l",520002,CARBO ENFRIADOR,14660,INSPECCION SEMANAL CARBO UBE,13160425,SERV INSTALACION TUBERIA DRENAJE CARBO,PM02,LIB.,2023-12-04 05:00:00,Abella David,Muy elevado/Urgente,,0,
0393,G. LUX VILLAVICENCIO,0393-LINEA 2,"LINEA DE ENVASADO 12 ONZ Y 1,25 l",508214,LAVADORA DE BOTELLAS,18201,PLAN MTTO LAVADORA  AUSTRAL,13171109,serv mecanizado buje bronce 45mm,PM02,LIB.,2023-12-04 05:00:00,Abella David,alto,,0,
0393,G. LUX VILLAVICENCIO,0393-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,629047,COMPRESOR REFRIGERACION,18585,Plan Mtto Compresor refrogeracion 1,13149422,Limpieza general de carter,PM02,LIB.,2023-12-07 05:00:00,Abella David,alto,,1,
0393,G. LUX VILLAVICENCIO,0393-SALA DE JARABES,EQUIPOS PARA  PREPARACION DE JARABE,699619,SALA DE JARABES,14442,CALIBRACION CONTROL TEMP SALA DE JARABES,13095921,CALIBRACION CONTROL DE TEMPERATURA,PM02,LIB.,2023-12-14 05:00:00,Abella David,alto,,2,
0393,G. LUX VILLAVICENCIO,0393-LINEA 2,"LINEA DE ENVASADO 12 ONZ Y 1,25 l",518546,LLENADORA,14659,MANTENIMIENTO SISTEMA MOTRIZ LLENADORA,13180086,Mtto sistema motriz llenadora,PM02,LIB.,2023-12-04 05:00:00,Abella David,,,4,
0393,G. LUX VILLAVICENCIO,0393-LINEA 2,"LINEA DE ENVASADO 12 ONZ Y 1,25 l",518546,LLENADORA,14659,PLAN Lubricacion  general llenadora,13180083,LUBRICACION PISTONES ELEVADORES,PM02,LIB.,2023-12-04 05:00:00,Abella David,alto,,2,
0393,G. LUX VILLAVICENCIO,0393-LINEA 2,"LINEA DE ENVASADO 12 ONZ Y 1,25 l",518546,LLENADORA,14659,PLAN Lubricacion  general llenadora,13180083,LUBRICACION SISTEMA MOTRIZ,PM02,LIB.,2023-12-04 05:00:00,Abella David,alto,,2,
0393,G. LUX VILLAVICENCIO,0393-TALLER MANTTO PLANTA,TALLER  MANTENIMIENTO  EQUIPOS DE PLANTA,207005,TALLER INDUSTRIAL MANTENIMIENTO PLANTA,14657,ASEO TALLER MAQUINARIA,13180081,LIMPIEZA CUARTO DE MAQUINAS,PM02,LIB.,2023-12-04 05:00:00,Abella David,,,2,
0393,G. LUX VILLAVICENCIO,0393-LINEA 2,"LINEA DE ENVASADO 12 ONZ Y 1,25 l",518546,LLENADORA,14659,MANTENIMEITNO SISTEAM DE TAPADO LLENADOR,13180087,Mtto pistones coronadores,PM02,LIB.,2023-12-04 05:00:00,Abella David,,,4,
0393,G. LUX VILLAVICENCIO,0393-TALLER MANTTO PLANTA,TALLER  MANTENIMIENTO  EQUIPOS DE PLANTA,207005,TALLER INDUSTRIAL MANTENIMIENTO PLANTA,14657,ASEO TALLER MAQUINARIA,13180081,LIMPIEZA HERRAMIENTAS,PM02,LIB.,2023-12-04 05:00:00,Abella David,,,2,
0393,G. LUX VILLAVICENCIO,0393-LINEA 2,"LINEA DE ENVASADO 12 ONZ Y 1,25 l",82962901,CODIFICADOR,14599,MANTENIMIENTO CODIFICADOR GASEOSA,13151364,Cambio solvente,PM02,LIB.,2023-12-05 05:00:00,Abella David,Muy elevado/Urgente,,1,
0393,G. LUX VILLAVICENCIO,0393-LINEA 2,"LINEA DE ENVASADO 12 ONZ Y 1,25 l",508214,LAVADORA DE BOTELLAS,18201,PLAN MTTO LAVADORA  AUSTRAL,13171109,SERV PINTURA GUARDAS Y TUBERIA VAPOR LAV,PM02,LIB. OTES,2023-12-04 05:00:00,Abella David,alto,,1,
