,,,FORMATO PLANEACIÓN Y PROGRAMACIÓN DE ACTIVIDADES DE MANTENIMIENTO,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Código centro,Centro,Ubicac. técnica,Denominación Ubic.,Equipo,Denominación,No. Plan,Desc. Plan,Orden,Actividad,Descripción,Clase de orden,Status sistema,Inicio program.,Responsable,Prioridad,Duración,
0002,GASCOL CENTRO,0002-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,56000501,TRANSPORTADOR DE CAJAS,16741,P.MTTO ELECTRICO TRANSPORTE CANASTILLAS,13198065,P.INSPECCION SEMANAL EQUIPO 56000501,sin especificar,PM02,ABIE,2023-12-22 05:00:00,,,"0,3",
0002,GASCOL CENTRO,0002-LINEA KRONES,LINEA PARA ENVASADO BOTELLAS 500 Y 1500,710145,TRANSPORTADOR KRONES,17437,P.MTTO ELECTRICO TRANSPORTADORES KRONES,13182092,P.INSPECCIÓN SEMANAL EQUIPO 710145,sin especificar,PM02,LIB.,2023-12-07 05:00:00,,,"0,3",
0002,GASCOL CENTRO,0002-PLANTA DE AGUAS,EQUIPOS DE TRATAMIENTO DE AGUA DE ENVASA,70946902,POZO PROFUNDO AGUA CRISTAL,19282,P.MTTO ELECTROMECANICO POZO A.CRISTAL 2,13180512,P.INSPECCIÓN SEMANAL EQUIPO 70946902,sin especificar,PM02,LIB.,2023-12-07 05:00:00,,,"0,3",
0002,GASCOL CENTRO,0002-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,71016504,OZONIZADOR LLENADORA BOLSA 6 LITROS,19187,P.MTTO GENERADOR OZONO BOLSA 6 LITROS,13198091,P.INSPECCIÓN SEMANAL EQUIPO 71016504,sin especificar,PM02,ABIE,2023-12-22 05:00:00,,,"0,2",
0002,GASCOL CENTRO,0002-LINEA KRONES,LINEA PARA ENVASADO BOTELLAS 500 Y 1500,710147,OZONIZADOR OSMONICS,16152,P.GENERADOR OZONO OSMONICS PET,13198062,P.INSPECCIÓN SEMANAL EQUIPO 710147,sin especificar,PM02,ABIE,2023-12-22 05:00:00,,,"0,2",
0002,GASCOL CENTRO,0002-LINEA KRONES,LINEA PARA ENVASADO BOTELLAS 500 Y 1500,710139,RINSER,17424,P.MTTO MECANICO RINSER KRONES,13182089,P.INSPECCIÓN SEMANAL EQUIPO 710139,sin especificar,PM02,LIB.,2023-12-07 05:00:00,,,"0,3",
0002,GASCOL CENTRO,0002-LINEA KRONES,0,900215,ETIQUETADORA,18116,P.MTTO ETIQUETEADORA CONTIROLL KRONES,13182094,P.INSPECCIÓN SEMANAL EQUIPO 900215,sin especificar,PM02,LIB.,2023-12-07 05:00:00,,,"0,3",
0002,GASCOL CENTRO,0002-LINEA KRONES,LINEA PARA ENVASADO BOTELLAS 500 Y 1500,710144,ENVOLVEDOR,17436,P.MTTO MECANICO ENVOLVEDOR FRANK,13182091,P. INSPECCION SEMANAL EQUIPO 710144,sin especificar,PM02,LIB.,2023-12-07 05:00:00,,,"0,3",
0002,GASCOL CENTRO,0002-LINEA BOTELLON 20 LTS,LINEA PRODUCCION BOTELLON 18.5 - 20 LT,589712,CODIFICADOR 1620,55795,P.MTTO CODIFICACIOR BOTELLON,13180529,P.INSPECCIÓN SEMANAL EQUIPO 71013302,sin especificar,PM02,LIB.,2023-12-04 05:00:00,,,"0,3",
0002,GASCOL CENTRO,0002-PLANTA DE AGUAS,EQUIPOS DE TRATAMIENTO DE AGUA DE ENVASA,709657,TREN DE FILTRACIÓN 1 MICRA - NOMINAL,42164,P.MTTO MECANICO TREN FILTRACIÓN PTAP,13181549,P.INSPECCIÓN SEMANAL EQUIPO 709657,sin especificar,PM02,LIB.,2023-12-26 05:00:00,,,"0,3",
0002,GASCOL CENTRO,0002-LINEA KRONES,LINEA PARA ENVASADO BOTELLAS 500 Y 1500,710145,TRANSPORTADOR KRONES,17437,P.MTTO ELECTRICO TRANSPORTADORES KRONES,13167850,P.INSPECCIÓN SEMANAL EQUIPO 710145,sin especificar,PM02,LIB.,2023-12-12 05:00:00,,,"0,3",
0002,GASCOL CENTRO,0002-LINEA KRONES,LINEA PARA ENVASADO BOTELLAS 500 Y 1500,710140,LLENADORA KRONES,10961,P.MTTO MECANICO LLENADORA  KRONES,13181913,P.INSPECCIÓN SEMANAL EQUIPO 710140,sin especificar,PM02,LIB.,2023-12-07 05:00:00,,,"0,3",
0002,GASCOL CENTRO,0002-PLANTA DE AGUAS,EQUIPOS DE TRATAMIENTO DE AGUA DE ENVASA,660024,TORRE DE AIREACION,42165,P.MTTO GEN. TORRE AIREACION,13180526,P.INSPECCIÓN SEMANAL EQUIPO 660024,sin especificar,PM02,LIB.,2023-12-07 05:00:00,,,"0,3",
