,,,FORMATO PLANEACIÓN Y PROGRAMACIÓN DE ACTIVIDADES DE MANTENIMIENTO,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Código centro,Centro,Ubicac. técnica,Denominación Ubic.,Equipo,Denominación,No. Plan,Desc. Plan,Orden,Actividad,Descripción,Clase de orden,Status sistema,Inicio program.,Responsable,Prioridad,Duración,,,
447,G. LUX VALLEDUPAR,0447-LINEA 1,"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829622,TRANSPORTADOR DE BOTELLAS,26720,PLAN MTTO MEC TRANSPORTADOR DE BOTELLAS,13099542,Inspeccion semanal,CARRETAS Y PIÑONES,PM02,LIB.,2023-09-01 05:00:00,,,0.08333333333333333,829622-1,,829622-1
447,G. LUX VALLEDUPAR,0447-LINEA 1,"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829622,TRANSPORTADOR DE BOTELLAS,26720,PLAN MTTO MEC TRANSPORTADOR DE BOTELLAS,13099542,Inspeccion semanal,CADENAS TABLETOP,PM02,LIB.,2023-09-01 05:00:00,,,0.08333333333333333,829622-1,,829633-1
447,G. LUX VALLEDUPAR,0447-LINEA 1,"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829622,TRANSPORTADOR DE BOTELLAS,26720,PLAN MTTO MEC TRANSPORTADOR DE BOTELLAS,13099542,Inspeccion semanal,TEFLONES Y TORNILLERÍA,PM02,LIB.,2023-09-01 05:00:00,,,0.08333333333333333,829622-1,,829822-1
447,G. LUX VALLEDUPAR,0447-LINEA 1,"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829622,TRANSPORTADOR DE BOTELLAS,26720,PLAN MTTO MEC TRANSPORTADOR DE BOTELLAS,13099542,Inspeccion semanal,MOTOREDUCTORES,PM02,LIB.,2023-09-01 05:00:00,,,0.08333333333333333,829622-1,,649558-1
447,G. LUX VALLEDUPAR,0447-LINEA 1,"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829622,TRANSPORTADOR DE BOTELLAS,26720,PLAN MTTO MEC TRANSPORTADOR DE BOTELLAS,13099542,Inspeccion semanal,TABLERO ELECTRICO,PM02,LIB.,2023-09-01 05:00:00,,,0.08333333333333333,829622-1,,649557-1
447,G. LUX VALLEDUPAR,0447-LINEA 1,"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829622,TRANSPORTADOR DE BOTELLAS,26720,PLAN MTTO MEC TRANSPORTADOR DE BOTELLAS,13099542,Inspeccion semanal,LUBRICACIÓN,PM02,LIB.,2023-09-01 05:00:00,,,0.08333333333333333,829622-1,,649002-1
447,G. LUX VALLEDUPAR,0447-LINEA 1,"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829622,TRANSPORTADOR DE BOTELLAS,26720,PLAN MTTO MEC TRANSPORTADOR DE BOTELLAS,13099542,Inspeccion semanal,LIMPIEZA Y EXCESO DE LUBRICACION ,PM02,LIB.,2023-09-01 05:00:00,,,0.08333333333333333,829622-1,,518558-1
447,G. LUX VALLEDUPAR,0447-LINEA 1,"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829622,TRANSPORTADOR DE BOTELLAS,26720,PLAN MTTO MEC TRANSPORTADOR DE BOTELLAS,13099542,Inspeccion semanal,CHUMACERAS,PM02,LIB.,2023-09-01 05:00:00,,,0.08333333333333333,829622-1,,589655-1
447,G. LUX VALLEDUPAR,0447-LINEA 1,"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829622,TRANSPORTADOR DE BOTELLAS,26720,PLAN MTTO MEC TRANSPORTADOR DE BOTELLAS,13099542,Inspeccion semanal,PINTURA-OXIDACION ,PM02,LIB.,2023-09-01 05:00:00,,,0.08333333333333333,829622-1,,589656-1
447,G. LUX VALLEDUPAR,0447-LINEA 1,"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829622,TRANSPORTADOR DE BOTELLAS,26720,PLAN MTTO MEC TRANSPORTADOR DE BOTELLAS,13099542,Inspeccion semanal,BOQUILLAS LUBRICACION,PM02,LIB.,2023-09-01 05:00:00,,,0.08333333333333333,829622-1,,599577-1
447,G. LUX VALLEDUPAR,0447-LINEA 1,"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829622,TRANSPORTADOR DE BOTELLAS,26720,PLAN MTTO MEC TRANSPORTADOR DE BOTELLAS,13099542,Inspeccion semanal,BANDEJAS ELECTRICAS,PM02,LIB.,2023-09-01 05:00:00,,,0.08333333333333333,829622-1,,679340-1
