,,,FORMATO PLANEACIÓN Y PROGRAMACIÓN DE ACTIVIDADES DE MANTENIMIENTO,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Código centro,Centro,Ubicac. técnica,Denominación Ubic.,Equipo,Denominación,No. Plan,Desc. Plan,Orden,Actividad,Descripción,Clase de orden,Status sistema,Inicio program.,Responsable,Prioridad,Duración,
0002,GASCOL CENTRO,0002-PLANTA DE AGUAS,EQUIPOS DE TRATAMIENTO DE AGUA DE ENVASA,70946901,POZO PROFUNDO BODEGA 1,19260,P.MTTO ELECTROMECANICO POZO BODEGA 1,13150794,P.INSPECCIÓN SEMANAL EQUIPO 70946901,sin especificar,PM02,ABIE,2023-11-02 05:00:00,,,"0,3",
0002,GASCOL CENTRO,0002-LINEA BOTELLON 20 LTS,LINEA PRODUCCION BOTELLON 18.5 - 20 LT,589712,CODIFICADOR 1620,55795,P.MTTO CODIFICACIOR BOTELLON,13147585,P.INSPECCIÓN SEMANAL EQUIPO 71013302,sin especificar,PM02,ABIE,2023-11-02 05:00:00,,,"0,3",
0002,GASCOL CENTRO,0002-LINEA KRONES,LINEA PARA ENVASADO BOTELLAS 500 Y 1500,710143,EMPACADORA SMI,17432,P. MTTO MECANICO ENFARDADORA SMI,13147550,P. INSPECCION SEMANAL EQUIPO 710143,sin especificar,PM02,ABIE,2023-11-03 05:00:00,,,"0,3",
0002,GASCOL CENTRO,0002-LINEA KRONES,LINEA PARA ENVASADO BOTELLAS 500 Y 1500,710147,OZONIZADOR OSMONICS,16152,P.GENERADOR OZONO OSMONICS PET,13150778,P.INSPECCIÓN SEMANAL EQUIPO 710147,sin especificar,PM02,ABIE,2023-11-04 05:00:00,,,"0,2",
0002,GASCOL CENTRO,0002-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,71016504,OZONIZADOR LLENADORA BOLSA 6 LITROS,19187,P.MTTO GENERADOR OZONO BOLSA 6 LITROS,13150792,P.INSPECCIÓN SEMANAL EQUIPO 71016504,sin especificar,PM02,ABIE,2023-11-02 05:00:00,,,"0,2",
0002,GASCOL CENTRO,0002-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,56000501,TRANSPORTADOR DE CAJAS,16741,P.MTTO ELECTRICO TRANSPORTE CANASTILLAS,13150781,P.INSPECCION SEMANAL EQUIPO 56000501,sin especificar,PM02,ABIE,2023-11-03 05:00:00,,,"0,3",
0002,GASCOL CENTRO,0002-LINEA KRONES,LINEA PARA ENVASADO BOTELLAS 500 Y 1500,71003503,GENERADOR DE OXIGENO,42326,P.MTTO GENERAL GENERADOR DE OXIGENO,13150804,P.INSPECCIÓN SEMANAL EQUIPO 71003503,sin especificar,PM02,ABIE,2023-11-02 05:00:00,,,"0,3",
0002,GASCOL CENTRO,0002-LINEA KRONES,LINEA PARA ENVASADO BOTELLAS 500 Y 1500,710140,LLENADORA KRONES,10961,P.MTTO MECANICO LLENADORA  KRONES,13150773,P.INSPECCIÓN SEMANAL EQUIPO 710140,sin especificar,PM02,ABIE,2023-11-02 05:00:00,,,"0,3",
0002,GASCOL CENTRO,0002-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,560042,LAVADORA CAJA GENERICA,10963,P.MTTO GENERAL LAVADORA CAJA GENERICA,13150774,P.INSPECCION SEMANAL EQUIPO 560042,sin especificar,PM02,ABIE,2023-11-02 05:00:00,,,"0,3",
0002,GASCOL CENTRO,0002-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,710220,LLENADORA DE BOLSAS LINEA 5,33016,P.MTTO MECANICO L5,13150800,P.INSPECCION SEMANAL EQUIPO 710220,sin especificar,PM02,ABIE,2023-11-02 05:00:00,,,"0,3",
0002,GASCOL CENTRO,0002-LINEA BOTELLON 20 LTS,LINEA PRODUCCION BOTELLON 18.5 - 20 LT,71003502,HIPEROZONIZADOR,42162,P.MTTO GEN. HIPEROZONIZADOR BOTELLON,13150802,P.INSPECCIÓN SEMANAL EQUIPO 71003502,sin especificar,PM02,ABIE,2023-11-02 05:00:00,,,"0,3",
0002,GASCOL CENTRO,0002-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,710166,LLENADORA DE BOLSAS LINEA 8,17421,P.MTTO MECANICO L8,13150782,P.INSPECCION SEMANAL EQUIPO 710166,sin especificar,PM02,ABIE,2023-11-02 05:00:00,,,"0,3",
0002,GASCOL CENTRO,0002-EQUIPOS AUXILIARES AGUA,EQUIPOS DE SERVICIOS INDUSTRIALES AGUA C,649028,COMPRESOR DE AIRE INGERSOLL R,31180,P.COMPRESOR AIRE INGERSOLL RAND SR75,13150797,P.INSPECCION SEMANAL EQUIPO 649028,sin especificar,PM02,ABIE,2023-11-02 05:00:00,,,"0,5",
