,,,FORMATO PLANEACIÓN Y PROGRAMACIÓN DE ACTIVIDADES DE MANTENIMIENTO,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Código centro,Centro,Ubicac. técnica,Denominación Ubic.,Equipo,Denominación,No. Plan,Desc. Plan,Orden,Actividad,Descripción,Clase de orden,Status sistema,Inicio program.,Responsable,Prioridad,Duración,
445,NGB,0445-EQUIPOS AUXILIARES,EQUIPOS DE SERVICIOS INDUSTRIALES,659407,Caldera Carbon,34360,PLAN MTTO ELECTRICO CALDERA DE CARBON,13101954,Inspeccion semanal caldera de carbon,INSTRUMENTOS MEDICION,PM02,ABIE,2023-09-05 05:00:00,,0,0.2857142857142857,659407-1
445,NGB,0445-EQUIPOS AUXILIARES,EQUIPOS DE SERVICIOS INDUSTRIALES,659407,Caldera Carbon,34360,PLAN MTTO ELECTRICO CALDERA DE CARBON,13101954,Inspeccion semanal caldera de carbon,"MOTOBOMBAS: AGUA, DOSIFICADOR",PM02,ABIE,2023-09-05 05:00:00,,0,0.2857142857142857,659407-1
445,NGB,0445-EQUIPOS AUXILIARES,EQUIPOS DE SERVICIOS INDUSTRIALES,659407,Caldera Carbon,34360,PLAN MTTO ELECTRICO CALDERA DE CARBON,13101954,Inspeccion semanal caldera de carbon,INSPECCION DE VENTILADOR,PM02,ABIE,2023-09-05 05:00:00,,0,0.2857142857142857,659407-1
445,NGB,0445-EQUIPOS AUXILIARES,EQUIPOS DE SERVICIOS INDUSTRIALES,659407,Caldera Carbon,34360,PLAN MTTO ELECTRICO CALDERA DE CARBON,13101954,Inspeccion semanal caldera de carbon,"ESCAPES FLUIDOS: GAS, VAPOR",PM02,ABIE,2023-09-05 05:00:00,,0,0.2857142857142857,659407-1
445,NGB,0445-EQUIPOS AUXILIARES,EQUIPOS DE SERVICIOS INDUSTRIALES,659407,Caldera Carbon,34360,PLAN MTTO ELECTRICO CALDERA DE CARBON,13101954,Inspeccion semanal caldera de carbon,"VALVULAS, ELECTROVALVULAS",PM02,ABIE,2023-09-05 05:00:00,,0,0.2857142857142857,659407-1
445,NGB,0445-EQUIPOS AUXILIARES,EQUIPOS DE SERVICIOS INDUSTRIALES,659407,Caldera Carbon,34360,PLAN MTTO ELECTRICO CALDERA DE CARBON,13101954,Inspeccion semanal caldera de carbon,"TUBERIAS, CHEQUES",PM02,ABIE,2023-09-05 05:00:00,,0,0.2857142857142857,659407-1
445,NGB,0445-EQUIPOS AUXILIARES,EQUIPOS DE SERVICIOS INDUSTRIALES,659407,Caldera Carbon,34360,PLAN MTTO ELECTRICO CALDERA DE CARBON,13101954,Inspeccion semanal caldera de carbon,VALVULAS DE SEGURIDAD,PM02,ABIE,2023-09-05 05:00:00,,0,0.2857142857142857,659407-1
445,NGB,0445-EQUIPOS AUXILIARES,EQUIPOS DE SERVICIOS INDUSTRIALES,659407,Caldera Carbon,34360,PLAN MTTO ELECTRICO CALDERA DE CARBON,13101954,Inspeccion semanal caldera de carbon,"ESTADO GRAL, PINTURA",PM02,ABIE,2023-09-05 05:00:00,,0,0.2857142857142857,659407-1
445,NGB,0445-EQUIPOS AUXILIARES,EQUIPOS DE SERVICIOS INDUSTRIALES,659407,Caldera Carbon,34360,PLAN MTTO ELECTRICO CALDERA DE CARBON,13101954,Inspeccion semanal caldera de carbon,VISOR Y MIRILLA,PM02,ABIE,2023-09-05 05:00:00,,0,0.2857142857142857,659407-1
445,NGB,0445-EQUIPOS AUXILIARES,EQUIPOS DE SERVICIOS INDUSTRIALES,659407,Caldera Carbon,34360,PLAN MTTO ELECTRICO CALDERA DE CARBON,13101954,Inspeccion semanal caldera de carbon,VALVULAS DE PURGA,PM02,ABIE,2023-09-05 05:00:00,,0,0.2857142857142857,659407-1
445,NGB,0445-EQUIPOS AUXILIARES,EQUIPOS DE SERVICIOS INDUSTRIALES,659407,Caldera Carbon,34360,PLAN MTTO ELECTRICO CALDERA DE CARBON,13101954,Inspeccion semanal caldera de carbon,VALVULA MODULADORA,PM02,ABIE,2023-09-05 05:00:00,,0,0.2857142857142857,659407-1
445,NGB,0445-EQUIPOS AUXILIARES,EQUIPOS DE SERVICIOS INDUSTRIALES,659407,Caldera Carbon,34360,PLAN MTTO ELECTRICO CALDERA DE CARBON,13101954,Inspeccion semanal caldera de carbon,VALVULAS REGULADORAS GAS,PM02,ABIE,2023-09-05 05:00:00,,0,0.2857142857142857,659407-1
445,NGB,0445-EQUIPOS AUXILIARES,EQUIPOS DE SERVICIOS INDUSTRIALES,659407,Caldera Carbon,34360,PLAN MTTO ELECTRICO CALDERA DE CARBON,13101954,Inspeccion semanal caldera de carbon,QUEMADOR,PM02,ABIE,2023-09-05 05:00:00,,0,0.2857142857142857,659407-1
